iter	RMSE
473	0.1106234748
474	0.1106096066
475	0.1104334768
476	0.1103341005
477	0.1102511247
478	0.1101762598
479	0.1100434215
480	0.1099863571
481	0.1099043235
482	0.1098099357
483	0.1097564156
484	0.1097034748
485	0.1096463854
486	0.1095817552
487	0.1094013461
488	0.1092597081
489	0.1091814212
490	0.1089653782
491	0.108931009
492	0.1088018834
493	0.1086769418
494	0.108666457
495	0.1086109272
496	0.1085710491
497	0.108403735
498	0.108376085
499	0.1082929475
500	0.1082049365
501	0.1080834875
502	0.107922316
503	0.1077692089
504	0.1077402703
505	0.1075920333
506	0.1075148941
507	0.1074637186
508	0.1073836262
509	0.1072023624
510	0.1071036497
511	0.1069959518
512	0.1069119901
513	0.1067497454
514	0.1066475086
515	0.1065438197
516	0.1064967642
517	0.106461473
518	0.1064422131
519	0.1063817537
520	0.1063116322
521	0.106259142
522	0.1061850342
523	0.1060460976
524	0.105951538
525	0.1058789566
526	0.1057736506
527	0.1056670038
528	0.1054591961
529	0.1053839516
530	0.1053108577
531	0.1052834528
532	0.1052359611
533	0.1051889188
534	0.1050687162
535	0.1049697055
536	0.1049406008
537	0.1048909419
538	0.1047673501
539	0.1046751872
540	0.1045130491
541	0.104424339
542	0.1043648383
543	0.104252552
544	0.1042298806
545	0.1041866883
546	0.1041261255
547	0.1039983753
548	0.1039535923
549	0.1039041108
550	0.1038803808
551	0.1038370495
552	0.1038013776
553	0.1037557064
554	0.1036911706
555	0.1036066787
556	0.1035524234
557	0.1034697333
558	0.1033987074
559	0.1033446552
560	0.1033075778
561	0.1031754025
562	0.1030487215
563	0.1030086697
564	0.1029648281
565	0.1029095757
566	0.1028376881
567	0.1027209251
568	0.1025575548
569	0.1025143729
570	0.1024301983
571	0.102379955
572	0.1023338324
573	0.1022754129
574	0.1022136365
575	0.1021641928
576	0.1020814169
577	0.1019772025
578	0.1017473683
579	0.1016705079
580	0.1016174119
581	0.1015702542
582	0.1015339063
583	0.1014726873
584	0.1014239824
585	0.1012876324
586	0.1010537944
587	0.1009880089
588	0.1009087762
589	0.1008776765
590	0.1008512313
591	0.1007222298
592	0.1006382409
593	0.1005724949
594	0.1005329683
595	0.1004744595
596	0.1003851219
597	0.100337384
598	0.1002580655
599	0.1001542896
600	0.1000668928
601	0.1000397267
602	0.09988626444
603	0.09971599876
604	0.09964393149
605	0.09948771288
606	0.0994170083
607	0.09939357593
608	0.09927618338
609	0.09916186305
610	0.09912332061
611	0.09909012464
612	0.09902377753
613	0.09897915858
614	0.09894556817
615	0.09890391669
616	0.0988460531
617	0.09882365343
618	0.09879718546
619	0.09870543074
620	0.09867076313
621	0.09860671184
622	0.0985536398
623	0.09852084331
624	0.09838144876
625	0.09837178974
626	0.09835508423
627	0.09834959461
628	0.09825237437
629	0.09811293467
630	0.09804628266
631	0.09801433566
632	0.09796829301
633	0.09793944071
634	0.09787927085
635	0.09780313368
636	0.09771244935
637	0.097703425
638	0.0976179161
639	0.09756007764
640	0.09748335273
641	0.09742888676
642	0.09730428847
643	0.09719641423
644	0.09706407267
645	0.09696222676
646	0.09690320691
647	0.09684930502
648	0.09679271359
649	0.09678199493
650	0.09675173424
651	0.09670512966
652	0.09655285298
653	0.09646394145
654	0.09633470724
655	0.096250081
656	0.09615909664
657	0.09609222782
658	0.09596722838
659	0.09586234918
660	0.09576070863
661	0.09567505258
662	0.09558473509
663	0.09549161196
664	0.09541318191
665	0.09531690895
666	0.09518701918
667	0.09510505291
668	0.09501106953
669	0.09488660153
670	0.09482419362
671	0.09474374881
672	0.09461430044
673	0.09451988514
674	0.09442357917
675	0.09436345968
676	0.09426878021
677	0.09423316505
678	0.09412557883
679	0.09401487357
680	0.09400616526
681	0.09396484127
682	0.0939025763
683	0.0937404528
684	0.09373690618
685	0.09368174644
686	0.09362386396
687	0.0935592214
688	0.0934236865
689	0.09335040284
690	0.09327364276
691	0.09316665924
692	0.09314720573
693	0.09308510553
694	0.09304620353
695	0.09299207847
696	0.09292761642
697	0.09289201068
698	0.09276600788
699	0.09265613623
700	0.09253481042
701	0.09241996445
702	0.09234290246
703	0.09225233172
704	0.09217576459
705	0.09215295602
706	0.09204871741
707	0.09193725152
708	0.09185984723
709	0.09181117266
710	0.09170399847
711	0.09152361722
712	0.09148185199
713	0.09137459242
714	0.0913212018
715	0.09113587011
716	0.09109544096
717	0.09103410505
718	0.09093011862
719	0.09084131641
720	0.09075535111
721	0.09072683261
722	0.09068973491
723	0.09065912822
724	0.09061228025
725	0.09060258696
726	0.09056338157
727	0.09045818747
728	0.0904245205
729	0.0903873556
730	0.09028817963
731	0.09023754935
732	0.09009645884
733	0.08994601099
734	0.0899403981
735	0.08990293783
736	0.08986241328
737	0.08979070981
738	0.08969548196
739	0.08966258543
740	0.089584266
741	0.08949426604
742	0.0894304661
743	0.08934700288
744	0.08927815235
745	0.08918190207
746	0.08916152014
747	0.08913418693
748	0.08907230169
749	0.08904610761
750	0.08896332206
751	0.08894649392
752	0.0888782173
753	0.08886984517
754	0.08873509219
755	0.08866305558
756	0.0886156083
757	0.0885815699
758	0.08849421221
759	0.08842390983
760	0.08835309523
761	0.08830214016
762	0.0882222021
763	0.08811213502
764	0.08803169297
765	0.08801295687
766	0.08793693578
767	0.08791444861
768	0.08782808942
769	0.08778329978
770	0.08764928851
771	0.0875867981
772	0.08747988283
773	0.08740038927
774	0.0873948833
775	0.0873894313
776	0.0872641424
777	0.08713705892
778	0.08710581194
779	0.08702536024
780	0.08698098445
781	0.08693418963
782	0.08688552572
783	0.0868322344
784	0.08676903993
785	0.08664588925
786	0.08663987213
787	0.08656883735
788	0.08652965243
789	0.08648826591
790	0.08646991424
791	0.086425278
792	0.08638154559
793	0.08634344746
794	0.0862447277
795	0.08617056857
796	0.08609548104
797	0.08608437421
798	0.08605714631
799	0.08600537805
800	0.08590371053
801	0.08588974458
802	0.08578060678
803	0.08571646788
804	0.08562550058
805	0.08561670652
806	0.08557074357
807	0.08556503425
808	0.08554572702
809	0.08554069046
810	0.08549566717
811	0.08548754283
812	0.08544326216
813	0.0853380369
814	0.08526609234
815	0.08522267445
816	0.08518478415
817	0.0850679147
818	0.08501132221
819	0.084916764
820	0.08487410443
821	0.08483206667
822	0.0847471295
823	0.08470828251
824	0.08464360006
825	0.08452151206
826	0.08441473686
827	0.08437159626
828	0.08435143361
829	0.08423367329
830	0.08420009155
831	0.08414636681
832	0.08404243287
833	0.0840019518
834	0.08393875356
835	0.08393466724
836	0.08384042922
837	0.08381768051
838	0.08380002915
839	0.08375245638
840	0.0837222408
841	0.08369615176
842	0.08367821605
843	0.08366529347
844	0.08359110164
845	0.08354520126
846	0.08348598397
847	0.08348187788
848	0.0834069267
849	0.08332309328
850	0.08318263704
851	0.08317217739
852	0.08316624457
853	0.08311276013
854	0.08304409489
855	0.08299616967
856	0.08285404638
857	0.08285040601
858	0.08281252281
859	0.08277557318
860	0.08273924357
861	0.08270960307
862	0.08262594679
863	0.08258194658
864	0.08251088432
865	0.08250566735
866	0.08246410059
867	0.08236958373
868	0.08225430261
869	0.08216789492
870	0.08204706959
871	0.08202148749
872	0.08200555528
873	0.08189698184
874	0.08183231078
875	0.08180276381
876	0.08164058471
877	0.08161994511
878	0.08161440283
879	0.0815770565
880	0.08151077071
881	0.08147670196
882	0.0813676961
883	0.08128193872
884	0.08126821258
885	0.08118157417
886	0.08108750514
887	0.08105008743
888	0.08103963115
889	0.0809910287
890	0.08093150244
891	0.08090170117
892	0.08086776333
893	0.08080845668
894	0.08075405187
895	0.08074871823
896	0.08066164226
897	0.08062426295
898	0.08054186687
899	0.08051780481
900	0.08040928906
901	0.08040520718
902	0.08040000793
903	0.08030391584
904	0.08029419147
905	0.08025348002
906	0.08021027419
907	0.08018176107
908	0.08015644693
909	0.08011764348
910	0.08002750258
911	0.08001330502
912	0.07995712666
913	0.07991214297
914	0.07988339422
915	0.07984169943
916	0.07973510814
917	0.07972465367
918	0.07968745551
919	0.07962223555
920	0.07958539746
921	0.07952635919
922	0.07948867666
923	0.07948317783
924	0.07944211153
925	0.07939931291
926	0.07936032988
927	0.07932533496
928	0.0792595453
929	0.0791739375
930	0.07913972412
931	0.07908663936
932	0.0790344212
933	0.07893918764
934	0.07892096888
935	0.07885384103
936	0.07881937594
937	0.07881544373
938	0.0788016735
939	0.07876107707
940	0.07864575703
941	0.07862637679
942	0.07860748006
943	0.0785946354
944	0.07849695652
945	0.07845248517
946	0.07842303698
947	0.07837685798
948	0.07834467875
949	0.07834008333
950	0.07828648779
951	0.07826592527
952	0.07825980183
953	0.07816748121
954	0.07808610765
955	0.0780142409
956	0.07797946189
957	0.07795681762
958	0.07785837808
959	0.07785522944
960	0.07779861907
961	0.077748968
962	0.07773554829
963	0.07772523675
964	0.07770688986
965	0.07768348392
966	0.07763905602
967	0.07756780337
968	0.07754785258
969	0.07753990873
970	0.07753641831
971	0.07743365496
972	0.07741021526
973	0.07734109709
974	0.07724796838
975	0.07719997619
976	0.07713143821
977	0.07705906151
978	0.0770041212
979	0.07696572549
980	0.07694731616
981	0.07691230331
982	0.07687511853
983	0.07684301308
984	0.07676362647
985	0.07674590405
986	0.07670857217
987	0.07668544004
988	0.07666158157
989	0.07665278184
990	0.07664891061
991	0.07652670547
992	0.07652397298
993	0.07650765984
994	0.07650439286
995	0.07642819102
996	0.07635115823
997	0.07634127226
998	0.07633718087
999	0.07631001458
